po_id,supplier_id,sku_id,warehouse_id,order_date,expected_delivery_date,actual_delivery_date,quantity_ordered,quantity_received,unit_cost,status
PO-000225,SUP-04,SKU-00005,WH-WA,2025-07-27,2025-08-14,2025-08-14,69.0,69.0,2.29,Received
PO-000226,SUP-02,SKU-00024,WH-WA,2025-07-27,2025-08-06,2025-08-06,56.0,56.0,1.36,Received
PO-000227,SUP-02,SKU-00004,WH-NSW,2025-07-28,2025-08-16,2025-08-16,91.0,91.0,5.29,Received
PO-000228,SUP-07,SKU-00006,WH-NSW,2025-07-28,2025-08-05,2025-08-05,143.0,143.0,4.07,Received
PO-000229,SUP-02,SKU-00018,WH-NSW,2025-07-28,2025-08-07,2025-08-09,234.0,234.0,2.32,Late
PO-000230,SUP-07,SKU-00020,WH-NSW,2025-07-28,2025-08-17,2025-08-16,221.0,221.0,5.2,Received
PO-000231,SUP-07,SKU-00012,WH-QLD,2025-07-28,2025-08-05,2025-08-09,86.0,86.0,2.93,Late
PO-000232,SUP-01,SKU-00015,WH-NSW,2025-07-29,2025-08-02,2025-08-02,125.0,125.0,2.27,Received
PO-000233,SUP-07,SKU-00006,WH-QLD,2025-07-29,2025-08-06,2025-08-06,151.0,151.0,4.07,Received
PO-000234,SUP-05,SKU-00007,WH-QLD,2025-07-29,2025-08-07,2025-08-07,352.0,352.0,2.62,Received
PO-000235,SUP-06,SKU-00009,WH-QLD,2025-07-29,2025-08-02,2025-08-02,99.0,99.0,4.65,Received
PO-000236,SUP-02,SKU-00014,WH-QLD,2025-07-29,2025-08-08,2025-08-08,107.0,107.0,4.12,Received
PO-000237,SUP-04,SKU-00011,WH-VIC,2025-07-29,2025-08-16,2025-08-14,123.0,111.0,5.92,Received
PO-000238,SUP-06,SKU-00019,WH-VIC,2025-07-29,2025-08-02,2025-08-02,141.0,141.0,5.36,Received
PO-000239,SUP-07,SKU-00020,WH-VIC,2025-07-29,2025-08-18,2025-08-20,276.0,276.0,5.2,Late
PO-000240,SUP-02,SKU-00014,WH-WA,2025-07-29,2025-08-08,2025-08-07,124.0,124.0,4.12,Received
PO-000241,SUP-04,SKU-00011,WH-QLD,2025-07-30,2025-08-17,2025-08-17,98.0,98.0,5.92,Received
PO-000242,SUP-05,SKU-00013,WH-QLD,2025-07-30,2025-08-08,2025-08-10,440.0,440.0,2.42,Late
PO-000243,SUP-02,SKU-00008,WH-VIC,2025-07-30,2025-08-09,2025-08-09,300.0,300.0,1.67,Received
PO-000244,SUP-02,SKU-00014,WH-VIC,2025-07-30,2025-08-09,2025-08-11,284.0,284.0,4.12,Late
PO-000245,SUP-01,SKU-00015,WH-VIC,2025-07-30,2025-08-03,2025-08-02,227.0,227.0,2.27,Received
PO-000246,SUP-07,SKU-00006,WH-WA,2025-07-30,2025-08-07,2025-08-07,88.0,88.0,4.07,Received
PO-000247,SUP-05,SKU-00013,WH-WA,2025-07-30,2025-08-08,2025-08-10,213.0,213.0,2.42,Late
PO-000248,SUP-02,SKU-00016,WH-WA,2025-07-30,2025-08-18,2025-08-18,53.0,53.0,2.03,Received
PO-000249,SUP-07,SKU-00022,WH-WA,2025-07-30,2025-08-07,2025-08-08,71.0,71.0,3.85,Late
PO-000250,SUP-06,SKU-00003,WH-NSW,2025-07-31,2025-08-04,2025-08-03,176.0,176.0,5.99,Received
PO-000251,SUP-06,SKU-00019,WH-NSW,2025-07-31,2025-08-04,2025-08-04,124.0,124.0,5.36,Received
PO-000252,SUP-04,SKU-00005,WH-QLD,2025-07-31,2025-08-18,2025-08-18,133.0,133.0,2.29,Received
PO-000253,SUP-01,SKU-00015,WH-QLD,2025-07-31,2025-08-04,2025-08-04,99.0,99.0,2.27,Received
PO-000254,SUP-06,SKU-00019,WH-QLD,2025-07-31,2025-08-04,2025-08-05,263.0,263.0,5.36,Late
PO-000255,SUP-07,SKU-00022,WH-QLD,2025-07-31,2025-08-08,2025-08-07,58.0,58.0,3.85,Received
PO-000256,SUP-07,SKU-00006,WH-VIC,2025-07-31,2025-08-08,2025-08-09,104.0,104.0,4.07,Late
PO-000257,SUP-06,SKU-00009,WH-VIC,2025-07-31,2025-08-04,2025-08-04,89.0,89.0,4.65,Received
PO-000258,SUP-06,SKU-00009,WH-WA,2025-07-31,2025-08-04,2025-08-03,154.0,154.0,4.65,Received
PO-000259,SUP-01,SKU-00015,WH-WA,2025-07-31,2025-08-04,2025-08-06,82.0,82.0,2.27,Late
PO-000260,SUP-02,SKU-00002,WH-NSW,2025-08-01,2025-08-11,2025-08-09,329.0,329.0,2.21,Received
PO-000261,SUP-06,SKU-00009,WH-NSW,2025-08-01,2025-08-05,2025-08-04,228.0,228.0,4.65,Received
PO-000262,SUP-02,SKU-00014,WH-NSW,2025-08-01,2025-08-11,2025-08-10,402.0,402.0,4.12,Received
PO-000263,SUP-04,SKU-00021,WH-NSW,2025-08-01,2025-08-19,2025-08-20,54.0,54.0,2.1,Late
PO-000264,SUP-06,SKU-00003,WH-QLD,2025-08-01,2025-08-05,2025-08-04,111.0,111.0,5.99,Received
PO-000265,SUP-02,SKU-00008,WH-QLD,2025-08-01,2025-08-11,2025-08-11,427.0,427.0,1.67,Received
PO-000266,SUP-06,SKU-00003,WH-VIC,2025-08-01,2025-08-05,2025-08-05,201.0,201.0,5.99,Received
PO-000267,SUP-06,SKU-00003,WH-WA,2025-08-01,2025-08-05,2025-08-05,69.0,69.0,5.99,Received
PO-000268,SUP-04,SKU-00011,WH-WA,2025-08-01,2025-08-19,2025-08-19,76.0,76.0,5.92,Received
PO-000269,SUP-05,SKU-00001,WH-NSW,2025-08-02,2025-08-11,2025-08-11,164.0,164.0,1.57,Received
PO-000270,SUP-01,SKU-00015,WH-NSW,2025-08-02,2025-08-06,2025-08-06,143.0,143.0,2.27,Received
PO-000271,SUP-05,SKU-00023,WH-NSW,2025-08-02,2025-08-11,2025-08-13,289.0,289.0,2.48,Late
PO-000272,SUP-05,SKU-00001,WH-QLD,2025-08-02,2025-08-11,2025-08-11,221.0,221.0,1.57,Received
PO-000273,SUP-03,SKU-00010,WH-QLD,2025-08-02,2025-08-21,2025-08-22,202.0,202.0,4.29,Late
PO-000274,SUP-02,SKU-00002,WH-VIC,2025-08-02,2025-08-12,2025-08-13,437.0,437.0,2.21,Late
PO-000275,SUP-05,SKU-00001,WH-WA,2025-08-02,2025-08-11,2025-08-10,181.0,181.0,1.57,Received
PO-000276,SUP-07,SKU-00012,WH-WA,2025-08-02,2025-08-10,2025-08-10,61.0,61.0,2.93,Received
PO-000277,SUP-05,SKU-00017,WH-WA,2025-08-02,2025-08-11,2025-08-12,180.0,180.0,1.83,Late
PO-000278,SUP-05,SKU-00013,WH-NSW,2025-08-03,2025-08-12,2025-08-11,202.0,202.0,2.42,Received
PO-000279,SUP-07,SKU-00022,WH-NSW,2025-08-03,2025-08-11,2025-08-15,148.0,148.0,3.85,Late
PO-000280,SUP-02,SKU-00002,WH-QLD,2025-08-03,2025-08-13,2025-08-13,241.0,241.0,2.21,Received
PO-000281,SUP-05,SKU-00017,WH-QLD,2025-08-03,2025-08-12,2025-08-10,386.0,282.0,1.83,Received
PO-000282,SUP-07,SKU-00020,WH-QLD,2025-08-03,2025-08-23,2025-08-23,308.0,308.0,5.2,Received
PO-000283,SUP-02,SKU-00018,WH-WA,2025-08-03,2025-08-13,2025-08-13,222.0,222.0,2.32,Received
PO-000284,SUP-06,SKU-00019,WH-WA,2025-08-03,2025-08-07,2025-08-08,66.0,66.0,5.36,Late
PO-000285,SUP-06,SKU-00003,WH-NSW,2025-08-04,2025-08-08,2025-08-08,179.0,179.0,5.99,Received
PO-000286,SUP-07,SKU-00006,WH-QLD,2025-08-04,2025-08-12,2025-08-11,174.0,129.0,4.07,Received
PO-000287,SUP-07,SKU-00012,WH-QLD,2025-08-04,2025-08-12,2025-08-16,82.0,82.0,2.93,Late
PO-000288,SUP-05,SKU-00001,WH-VIC,2025-08-04,2025-08-13,2025-08-14,256.0,256.0,1.57,Late
PO-000289,SUP-07,SKU-00020,WH-WA,2025-08-04,2025-08-24,2025-08-23,118.0,118.0,5.2,Received
PO-000290,SUP-07,SKU-00006,WH-NSW,2025-08-05,2025-08-13,2025-08-14,112.0,112.0,4.07,Late
PO-000291,SUP-02,SKU-00008,WH-NSW,2025-08-05,2025-08-15,2025-08-15,185.0,185.0,1.67,Received
PO-000292,SUP-06,SKU-00019,WH-NSW,2025-08-05,2025-08-09,2025-08-10,141.0,141.0,5.36,Late
PO-000293,SUP-02,SKU-00004,WH-QLD,2025-08-05,2025-08-24,2025-08-24,167.0,167.0,5.29,Received
PO-000294,SUP-06,SKU-00009,WH-QLD,2025-08-05,2025-08-09,2025-08-09,106.0,106.0,4.65,Received
PO-000295,SUP-05,SKU-00007,WH-VIC,2025-08-05,2025-08-14,2025-08-14,314.0,314.0,2.62,Received
PO-000296,SUP-03,SKU-00010,WH-VIC,2025-08-05,2025-08-24,2025-08-24,309.0,309.0,4.29,Received
PO-000297,SUP-01,SKU-00015,WH-QLD,2025-08-06,2025-08-10,2025-08-13,96.0,96.0,2.27,Late
PO-000298,SUP-01,SKU-00015,WH-VIC,2025-08-06,2025-08-10,2025-08-11,239.0,206.0,2.27,Late
PO-000299,SUP-06,SKU-00019,WH-VIC,2025-08-06,2025-08-10,2025-08-09,204.0,204.0,5.36,Received
PO-000300,SUP-03,SKU-00010,WH-WA,2025-08-06,2025-08-25,2025-08-25,131.0,131.0,4.29,Received
PO-000301,SUP-04,SKU-00021,WH-WA,2025-08-06,2025-08-24,2025-08-25,99.0,99.0,2.1,Late
PO-000302,SUP-02,SKU-00024,WH-NSW,2025-08-07,2025-08-17,2025-08-18,276.0,276.0,1.36,Late
PO-000303,SUP-07,SKU-00022,WH-QLD,2025-08-07,2025-08-15,2025-08-17,57.0,57.0,3.85,Late
PO-000304,SUP-04,SKU-00005,WH-VIC,2025-08-07,2025-08-25,2025-08-24,65.0,65.0,2.29,Received
PO-000305,SUP-07,SKU-00006,WH-VIC,2025-08-07,2025-08-15,2025-08-15,72.0,72.0,4.07,Received
PO-000306,SUP-05,SKU-00017,WH-VIC,2025-08-07,2025-08-16,2025-08-16,184.0,184.0,1.83,Received
PO-000307,SUP-07,SKU-00022,WH-VIC,2025-08-07,2025-08-15,2025-08-15,99.0,99.0,3.85,Received
PO-000308,SUP-06,SKU-00009,WH-WA,2025-08-07,2025-08-11,2025-08-11,102.0,102.0,4.65,Received
PO-000309,SUP-06,SKU-00009,WH-NSW,2025-08-08,2025-08-12,2025-08-12,201.0,201.0,4.65,Received
PO-000310,SUP-04,SKU-00011,WH-NSW,2025-08-08,2025-08-26,2025-08-28,114.0,114.0,5.92,Late
PO-000311,SUP-07,SKU-00012,WH-NSW,2025-08-08,2025-08-16,2025-08-16,59.0,59.0,2.93,Received
PO-000312,SUP-06,SKU-00003,WH-QLD,2025-08-08,2025-08-12,2025-08-12,114.0,114.0,5.99,Received
PO-000313,SUP-02,SKU-00018,WH-QLD,2025-08-08,2025-08-18,2025-08-17,308.0,308.0,2.32,Received
PO-000314,SUP-06,SKU-00019,WH-QLD,2025-08-08,2025-08-12,2025-08-13,266.0,266.0,5.36,Late
PO-000315,SUP-05,SKU-00023,WH-QLD,2025-08-08,2025-08-17,2025-08-17,325.0,325.0,2.48,Received
PO-000316,SUP-06,SKU-00009,WH-VIC,2025-08-08,2025-08-12,2025-08-12,104.0,104.0,4.65,Received
PO-000317,SUP-02,SKU-00016,WH-VIC,2025-08-08,2025-08-27,2025-08-27,73.0,73.0,2.03,Received
PO-000318,SUP-02,SKU-00002,WH-WA,2025-08-08,2025-08-18,2025-08-18,56.0,56.0,2.21,Received
PO-000319,SUP-06,SKU-00003,WH-WA,2025-08-08,2025-08-12,2025-08-13,74.0,74.0,5.99,Late
PO-000320,SUP-07,SKU-00006,WH-WA,2025-08-08,2025-08-16,2025-08-14,114.0,114.0,4.07,Received
PO-000321,SUP-01,SKU-00015,WH-WA,2025-08-08,2025-08-12,2025-08-12,117.0,117.0,2.27,Received
PO-000322,SUP-02,SKU-00024,WH-WA,2025-08-08,2025-08-18,2025-08-18,53.0,53.0,1.36,Received
PO-000323,SUP-01,SKU-00015,WH-NSW,2025-08-09,2025-08-13,2025-08-13,180.0,180.0,2.27,Received
PO-000324,SUP-02,SKU-00018,WH-NSW,2025-08-09,2025-08-19,2025-08-18,251.0,251.0,2.32,Received
PO-000325,SUP-04,SKU-00021,WH-QLD,2025-08-09,2025-08-27,2025-08-28,136.0,136.0,2.1,Late
PO-000326,SUP-06,SKU-00003,WH-VIC,2025-08-09,2025-08-13,2025-08-11,216.0,216.0,5.99,Received
PO-000327,SUP-02,SKU-00004,WH-VIC,2025-08-09,2025-08-28,2025-08-28,275.0,275.0,5.29,Received
PO-000328,SUP-02,SKU-00014,WH-VIC,2025-08-09,2025-08-19,2025-08-19,280.0,280.0,4.12,Received
PO-000329,SUP-02,SKU-00018,WH-VIC,2025-08-09,2025-08-19,2025-08-18,348.0,348.0,2.32,Received
PO-000330,SUP-04,SKU-00021,WH-VIC,2025-08-09,2025-08-27,2025-08-31,149.0,149.0,2.1,Late
PO-000331,SUP-05,SKU-00023,WH-VIC,2025-08-09,2025-08-18,2025-08-16,197.0,197.0,2.48,Received
PO-000332,SUP-02,SKU-00024,WH-VIC,2025-08-09,2025-08-19,2025-08-20,394.0,394.0,1.36,Late
PO-000333,SUP-02,SKU-00004,WH-WA,2025-08-09,2025-08-28,2025-08-29,69.0,69.0,5.29,Late
PO-000334,SUP-04,SKU-00005,WH-WA,2025-08-09,2025-08-27,2025-08-25,63.0,63.0,2.29,Received
PO-000335,SUP-07,SKU-00012,WH-WA,2025-08-09,2025-08-17,2025-08-17,66.0,66.0,2.93,Received
PO-000336,SUP-07,SKU-00022,WH-WA,2025-08-09,2025-08-17,2025-08-17,70.0,70.0,3.85,Received
PO-000337,SUP-06,SKU-00003,WH-NSW,2025-08-10,2025-08-14,2025-08-14,174.0,174.0,5.99,Received
PO-000338,SUP-03,SKU-00010,WH-NSW,2025-08-10,2025-08-29,2025-08-29,186.0,186.0,4.29,Received
PO-000339,SUP-02,SKU-00008,WH-VIC,2025-08-10,2025-08-20,2025-08-20,301.0,301.0,1.67,Received
PO-000340,SUP-01,SKU-00015,WH-VIC,2025-08-10,2025-08-14,2025-08-16,214.0,214.0,2.27,Late
PO-000341,SUP-02,SKU-00014,WH-WA,2025-08-10,2025-08-20,2025-08-20,135.0,135.0,4.12,Received
PO-000342,SUP-04,SKU-00005,WH-NSW,2025-08-11,2025-08-29,2025-09-02,54.0,54.0,2.29,Late
PO-000343,SUP-07,SKU-00020,WH-NSW,2025-08-11,2025-08-31,2025-08-31,211.0,211.0,5.2,Received
PO-000344,SUP-07,SKU-00006,WH-QLD,2025-08-11,2025-08-19,2025-08-21,161.0,161.0,4.07,Late
PO-000345,SUP-05,SKU-00007,WH-QLD,2025-08-11,2025-08-20,2025-08-22,356.0,356.0,2.62,Late
PO-000346,SUP-02,SKU-00014,WH-QLD,2025-08-11,2025-08-21,2025-08-21,109.0,109.0,4.12,Received
PO-000347,SUP-02,SKU-00016,WH-QLD,2025-08-11,2025-08-30,2025-08-30,257.0,257.0,2.03,Received
PO-000348,SUP-04,SKU-00011,WH-VIC,2025-08-11,2025-08-29,2025-08-29,135.0,135.0,5.92,Received
PO-000349,SUP-05,SKU-00013,WH-VIC,2025-08-11,2025-08-20,2025-08-21,262.0,262.0,2.42,Late
PO-000350,SUP-06,SKU-00009,WH-WA,2025-08-11,2025-08-15,2025-08-14,120.0,120.0,4.65,Received
PO-000351,SUP-05,SKU-00023,WH-WA,2025-08-11,2025-08-20,2025-08-19,113.0,113.0,2.48,Received
PO-000352,SUP-06,SKU-00009,WH-NSW,2025-08-12,2025-08-16,2025-08-16,162.0,129.0,4.65,Received
PO-000353,SUP-06,SKU-00019,WH-NSW,2025-08-12,2025-08-16,2025-08-16,142.0,142.0,5.36,Received
PO-000354,SUP-07,SKU-00022,WH-NSW,2025-08-12,2025-08-20,2025-08-21,193.0,193.0,3.85,Late
PO-000355,SUP-02,SKU-00008,WH-QLD,2025-08-12,2025-08-22,2025-08-23,376.0,376.0,1.67,Late
PO-000356,SUP-06,SKU-00009,WH-QLD,2025-08-12,2025-08-16,2025-08-17,92.0,92.0,4.65,Late
PO-000357,SUP-05,SKU-00013,WH-QLD,2025-08-12,2025-08-21,2025-08-22,441.0,441.0,2.42,Late
PO-000358,SUP-02,SKU-00004,WH-NSW,2025-08-13,2025-09-01,2025-09-02,100.0,100.0,5.29,Late
PO-000359,SUP-02,SKU-00014,WH-NSW,2025-08-13,2025-08-23,2025-08-23,380.0,380.0,4.12,Received
PO-000360,SUP-02,SKU-00016,WH-NSW,2025-08-13,2025-09-01,2025-08-31,84.0,84.0,2.03,Received
PO-000361,SUP-07,SKU-00012,WH-QLD,2025-08-13,2025-08-21,2025-08-21,108.0,108.0,2.93,Received
PO-000362,SUP-02,SKU-00002,WH-VIC,2025-08-13,2025-08-23,2025-08-23,433.0,433.0,2.21,Received
PO-000363,SUP-06,SKU-00019,WH-VIC,2025-08-13,2025-08-17,2025-08-16,209.0,209.0,5.36,Received
PO-000364,SUP-07,SKU-00020,WH-VIC,2025-08-13,2025-09-02,2025-08-31,259.0,259.0,5.2,Received
PO-000365,SUP-05,SKU-00013,WH-WA,2025-08-13,2025-08-22,2025-08-24,203.0,203.0,2.42,Late
PO-000366,SUP-02,SKU-00002,WH-NSW,2025-08-14,2025-08-24,2025-08-24,406.0,406.0,2.21,Received
PO-000367,SUP-05,SKU-00017,WH-NSW,2025-08-14,2025-08-23,2025-08-22,178.0,178.0,1.83,Received
PO-000368,SUP-01,SKU-00015,WH-QLD,2025-08-14,2025-08-18,2025-08-16,108.0,108.0,2.27,Received
PO-000369,SUP-07,SKU-00022,WH-QLD,2025-08-14,2025-08-22,2025-08-22,63.0,63.0,3.85,Received
PO-000370,SUP-05,SKU-00007,WH-WA,2025-08-14,2025-08-23,2025-08-23,141.0,141.0,2.62,Received
PO-000371,SUP-04,SKU-00011,WH-WA,2025-08-14,2025-09-01,2025-08-30,77.0,77.0,5.92,Received
PO-000372,SUP-05,SKU-00007,WH-NSW,2025-08-15,2025-08-24,2025-08-26,264.0,264.0,2.62,Late
PO-000373,SUP-02,SKU-00002,WH-QLD,2025-08-15,2025-08-25,2025-08-25,224.0,224.0,2.21,Received
PO-000374,SUP-04,SKU-00005,WH-QLD,2025-08-15,2025-09-02,2025-08-31,147.0,147.0,2.29,Received
PO-000375,SUP-04,SKU-00011,WH-QLD,2025-08-15,2025-09-02,2025-09-06,104.0,104.0,5.92,Late
PO-000376,SUP-06,SKU-00009,WH-VIC,2025-08-15,2025-08-19,2025-08-19,107.0,107.0,4.65,Received
PO-000377,SUP-01,SKU-00015,WH-WA,2025-08-15,2025-08-19,2025-08-19,90.0,90.0,2.27,Received
PO-000378,SUP-02,SKU-00016,WH-WA,2025-08-15,2025-09-03,2025-09-04,54.0,54.0,2.03,Late
PO-000379,SUP-06,SKU-00019,WH-WA,2025-08-15,2025-08-19,2025-08-19,64.0,64.0,5.36,Received
PO-000380,SUP-07,SKU-00006,WH-NSW,2025-08-16,2025-08-24,2025-08-24,128.0,128.0,4.07,Received
PO-000381,SUP-01,SKU-00015,WH-NSW,2025-08-16,2025-08-20,2025-08-20,186.0,186.0,2.27,Received
PO-000382,SUP-06,SKU-00003,WH-QLD,2025-08-16,2025-08-20,2025-08-20,122.0,122.0,5.99,Received
PO-000383,SUP-06,SKU-00019,WH-QLD,2025-08-16,2025-08-20,2025-08-20,264.0,264.0,5.36,Received
PO-000384,SUP-06,SKU-00003,WH-VIC,2025-08-16,2025-08-20,2025-08-20,206.0,206.0,5.99,Received
PO-000385,SUP-05,SKU-00001,WH-WA,2025-08-16,2025-08-25,2025-08-25,188.0,188.0,1.57,Received
PO-000386,SUP-06,SKU-00003,WH-WA,2025-08-16,2025-08-20,2025-08-21,69.0,69.0,5.99,Late
PO-000387,SUP-07,SKU-00006,WH-WA,2025-08-16,2025-08-24,2025-08-23,83.0,83.0,4.07,Received
PO-000388,SUP-07,SKU-00012,WH-WA,2025-08-16,2025-08-24,2025-08-24,58.0,58.0,2.93,Received
PO-000389,SUP-02,SKU-00018,WH-WA,2025-08-16,2025-08-26,2025-08-28,255.0,255.0,2.32,Late
PO-000390,SUP-06,SKU-00003,WH-NSW,2025-08-17,2025-08-21,2025-08-23,232.0,232.0,5.99,Late
PO-000391,SUP-05,SKU-00001,WH-QLD,2025-08-17,2025-08-26,2025-08-27,210.0,210.0,1.57,Late
PO-000392,SUP-02,SKU-00004,WH-QLD,2025-08-17,2025-09-05,2025-09-04,155.0,155.0,5.29,Received
PO-000393,SUP-07,SKU-00006,WH-QLD,2025-08-17,2025-08-25,2025-08-25,151.0,151.0,4.07,Received
PO-000394,SUP-05,SKU-00017,WH-QLD,2025-08-17,2025-08-26,2025-08-26,392.0,392.0,1.83,Received
PO-000395,SUP-06,SKU-00009,WH-WA,2025-08-17,2025-08-21,2025-08-21,160.0,160.0,4.65,Received
PO-000396,SUP-05,SKU-00017,WH-WA,2025-08-17,2025-08-26,2025-08-27,175.0,175.0,1.83,Late
PO-000397,SUP-02,SKU-00008,WH-NSW,2025-08-18,2025-08-28,2025-08-28,187.0,187.0,1.67,Received
PO-000398,SUP-02,SKU-00018,WH-QLD,2025-08-18,2025-08-28,2025-08-28,325.0,325.0,2.32,Received
PO-000399,SUP-07,SKU-00020,WH-QLD,2025-08-18,2025-09-07,2025-09-08,317.0,317.0,5.2,Late
PO-000400,SUP-02,SKU-00008,WH-VIC,2025-08-18,2025-08-28,2025-08-28,337.0,337.0,1.67,Received
PO-000401,SUP-01,SKU-00015,WH-VIC,2025-08-18,2025-08-22,2025-08-23,287.0,287.0,2.27,Late
PO-000402,SUP-07,SKU-00020,WH-WA,2025-08-18,2025-09-07,2025-09-05,122.0,122.0,5.2,Received
PO-000403,SUP-06,SKU-00009,WH-NSW,2025-08-19,2025-08-23,2025-08-24,198.0,198.0,4.65,Late
PO-000404,SUP-06,SKU-00019,WH-NSW,2025-08-19,2025-08-23,2025-08-23,170.0,170.0,5.36,Received
PO-000405,SUP-02,SKU-00024,WH-NSW,2025-08-19,2025-08-29,2025-08-29,229.0,229.0,1.36,Received
PO-000406,SUP-02,SKU-00008,WH-QLD,2025-08-19,2025-08-29,2025-08-30,407.0,407.0,1.67,Late
PO-000407,SUP-07,SKU-00012,WH-QLD,2025-08-19,2025-08-27,2025-08-27,79.0,79.0,2.93,Received
PO-000408,SUP-05,SKU-00001,WH-VIC,2025-08-19,2025-08-28,2025-08-28,265.0,265.0,1.57,Received
PO-000409,SUP-07,SKU-00006,WH-VIC,2025-08-19,2025-08-27,2025-08-28,101.0,101.0,4.07,Late
PO-000410,SUP-06,SKU-00019,WH-VIC,2025-08-19,2025-08-23,2025-08-23,165.0,165.0,5.36,Received
PO-000411,SUP-02,SKU-00018,WH-NSW,2025-08-20,2025-08-30,2025-08-28,233.0,233.0,2.32,Received
PO-000412,SUP-07,SKU-00022,WH-NSW,2025-08-20,2025-08-28,2025-08-28,145.0,145.0,3.85,Received
PO-000413,SUP-05,SKU-00023,WH-NSW,2025-08-20,2025-08-29,2025-08-30,281.0,281.0,2.48,Late
PO-000414,SUP-06,SKU-00009,WH-QLD,2025-08-20,2025-08-24,2025-08-24,102.0,102.0,4.65,Received
PO-000415,SUP-03,SKU-00010,WH-QLD,2025-08-20,2025-09-08,2025-09-07,223.0,223.0,4.29,Received
PO-000416,SUP-07,SKU-00022,WH-VIC,2025-08-20,2025-08-28,2025-08-26,98.0,98.0,3.85,Received
PO-000417,SUP-07,SKU-00022,WH-WA,2025-08-20,2025-08-28,2025-08-28,68.0,68.0,3.85,Received
PO-000418,SUP-04,SKU-00021,WH-NSW,2025-08-21,2025-09-08,2025-09-08,61.0,61.0,2.1,Received
PO-000419,SUP-01,SKU-00015,WH-QLD,2025-08-21,2025-08-25,2025-08-25,86.0,86.0,2.27,Received
PO-000420,SUP-07,SKU-00022,WH-QLD,2025-08-21,2025-08-29,2025-08-29,62.0,62.0,3.85,Received
PO-000421,SUP-03,SKU-00010,WH-VIC,2025-08-21,2025-09-09,2025-09-11,301.0,301.0,4.29,Late
PO-000422,SUP-02,SKU-00018,WH-VIC,2025-08-21,2025-08-31,2025-08-31,286.0,286.0,2.32,Received
PO-000423,SUP-02,SKU-00002,WH-WA,2025-08-21,2025-08-31,2025-08-31,52.0,52.0,2.21,Received
PO-000424,SUP-02,SKU-00014,WH-WA,2025-08-21,2025-08-31,2025-08-31,131.0,131.0,4.12,Received
PO-000425,SUP-01,SKU-00015,WH-WA,2025-08-21,2025-08-25,2025-08-24,82.0,82.0,2.27,Received
PO-000426,SUP-05,SKU-00001,WH-NSW,2025-08-22,2025-08-31,2025-08-29,168.0,158.0,1.57,Received
PO-000427,SUP-04,SKU-00011,WH-NSW,2025-08-22,2025-09-09,2025-09-09,109.0,109.0,5.92,Received
PO-000428,SUP-07,SKU-00012,WH-NSW,2025-08-22,2025-08-30,2025-08-30,70.0,70.0,2.93,Received
PO-000429,SUP-01,SKU-00015,WH-NSW,2025-08-22,2025-08-26,2025-08-29,154.0,154.0,2.27,Late
PO-000430,SUP-05,SKU-00023,WH-QLD,2025-08-22,2025-08-31,2025-09-01,318.0,318.0,2.48,Late
PO-000431,SUP-04,SKU-00005,WH-VIC,2025-08-22,2025-09-09,2025-09-09,68.0,68.0,2.29,Received
PO-000432,SUP-03,SKU-00010,WH-WA,2025-08-22,2025-09-10,2025-09-10,135.0,135.0,4.29,Received
PO-000433,SUP-02,SKU-00024,WH-WA,2025-08-22,2025-09-01,2025-08-30,65.0,65.0,1.36,Received
PO-000434,SUP-06,SKU-00003,WH-NSW,2025-08-23,2025-08-27,2025-08-27,167.0,167.0,5.99,Received
PO-000435,SUP-05,SKU-00013,WH-NSW,2025-08-23,2025-09-01,2025-09-01,194.0,194.0,2.42,Received
PO-000436,SUP-06,SKU-00003,WH-QLD,2025-08-23,2025-08-27,2025-08-27,113.0,113.0,5.99,Received
PO-000437,SUP-06,SKU-00019,WH-QLD,2025-08-23,2025-08-27,2025-08-27,257.0,257.0,5.36,Received
PO-000438,SUP-04,SKU-00021,WH-QLD,2025-08-23,2025-09-10,2025-09-10,121.0,121.0,2.1,Received
PO-000439,SUP-06,SKU-00003,WH-VIC,2025-08-23,2025-08-27,2025-08-28,171.0,171.0,5.99,Late
PO-000440,SUP-06,SKU-00009,WH-VIC,2025-08-23,2025-08-27,2025-08-27,109.0,109.0,4.65,Received
PO-000441,SUP-04,SKU-00011,WH-VIC,2025-08-23,2025-09-10,2025-09-10,125.0,125.0,5.92,Received
PO-000442,SUP-02,SKU-00014,WH-VIC,2025-08-23,2025-09-02,2025-09-02,292.0,292.0,4.12,Received
PO-000443,SUP-02,SKU-00024,WH-VIC,2025-08-23,2025-09-02,2025-09-02,385.0,385.0,1.36,Received
PO-000444,SUP-07,SKU-00006,WH-WA,2025-08-23,2025-08-31,2025-08-31,85.0,85.0,4.07,Received
PO-000445,SUP-06,SKU-00009,WH-WA,2025-08-23,2025-08-27,2025-08-28,117.0,117.0,4.65,Late
PO-000446,SUP-07,SKU-00012,WH-WA,2025-08-23,2025-08-31,2025-08-29,60.0,60.0,2.93,Received
PO-000447,SUP-07,SKU-00006,WH-NSW,2025-08-24,2025-09-01,2025-08-30,107.0,107.0,4.07,Received
PO-000448,SUP-06,SKU-00009,WH-NSW,2025-08-24,2025-08-28,2025-08-28,158.0,158.0,4.65,Received
PO-000449,SUP-02,SKU-00014,WH-NSW,2025-08-24,2025-09-03,2025-09-02,342.0,342.0,4.12,Received
