decision_id,date,sku_id,location_type,location_id,recommended_order_qty,reorder_point,safety_stock_units,approved_qty,approver,override_flag,override_reason,decision_status
DEC-000211,2025-07-04,SKU-00012,Store,STR-02,21.0,22.2,13.3,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-000212,2025-07-04,SKU-00016,Store,STR-02,19.0,25.2,15.1,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-000213,2025-07-04,SKU-00022,Store,Multiple,72.0,40.7,24.4,72.0,System Auto-Replenishment,False,,Auto-approved
DEC-000214,2025-07-04,SKU-00018,Store,STR-03,49.0,67.8,40.7,49.0,System Auto-Replenishment,False,,Auto-approved
DEC-000215,2025-07-04,SKU-00021,Store,STR-03,15.0,20.4,12.2,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-000216,2025-07-04,SKU-00006,Store,STR-03,37.0,43.5,26.1,37.0,System Auto-Replenishment,False,,Auto-approved
DEC-000217,2025-07-04,SKU-00022,Store,STR-04,21.0,27.6,16.6,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-000218,2025-07-04,SKU-00006,Store,Multiple,38.0,35.4,21.3,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-000219,2025-07-04,SKU-00020,Store,STR-05,32.0,43.7,26.2,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-000220,2025-07-04,SKU-00010,Store,STR-05,45.0,49.7,29.8,45.0,System Auto-Replenishment,False,,Auto-approved
DEC-000221,2025-07-04,SKU-00019,Store,STR-05,27.0,38.1,22.9,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-000222,2025-07-04,SKU-00011,Store,STR-05,23.0,28.4,17.0,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-000223,2025-07-04,SKU-00008,Store,STR-05,79.0,93.1,55.8,79.0,System Auto-Replenishment,False,,Auto-approved
DEC-000224,2025-07-04,SKU-00014,Store,STR-06,52.0,70.5,42.3,52.0,System Auto-Replenishment,False,,Auto-approved
DEC-000225,2025-07-04,SKU-00004,Store,STR-06,23.0,28.2,16.9,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-000226,2025-07-04,SKU-00024,Store,STR-06,47.0,51.2,30.7,47.0,System Auto-Replenishment,False,,Auto-approved
DEC-000227,2025-07-04,SKU-00009,Store,STR-06,46.0,49.8,29.9,46.0,System Auto-Replenishment,False,,Auto-approved
DEC-000228,2025-07-04,SKU-00005,Store,STR-07,22.0,24.8,14.9,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-000229,2025-07-04,SKU-00013,Store,STR-07,84.0,106.1,63.7,84.0,System Auto-Replenishment,False,,Auto-approved
DEC-000230,2025-07-04,SKU-00019,Store,STR-07,36.0,51.2,30.7,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-000231,2025-07-04,SKU-00010,Store,STR-07,27.0,34.5,20.7,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-000232,2025-07-04,SKU-00020,Store,STR-07,45.0,49.1,29.5,45.0,System Auto-Replenishment,False,,Auto-approved
DEC-000233,2025-07-04,SKU-00003,Store,STR-07,56.0,70.5,42.3,56.0,System Auto-Replenishment,False,,Auto-approved
DEC-000234,2025-07-04,SKU-00014,Store,STR-08,23.0,32.2,19.3,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-000235,2025-07-04,SKU-00020,Store,STR-08,7.3,9.6,5.7,7.3,System Auto-Replenishment,False,,Auto-approved
DEC-000236,2025-07-04,SKU-00018,Store,STR-08,19.0,22.1,13.3,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-000237,2025-07-04,SKU-00023,Store,STR-08,34.0,47.3,28.4,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-000238,2025-07-04,SKU-00013,Store,STR-08,31.2,36.4,21.8,31.2,System Auto-Replenishment,False,,Auto-approved
DEC-000239,2025-07-05,SKU-00010,Store,STR-01,36.0,42.4,25.4,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-000240,2025-07-05,SKU-00002,Store,Multiple,181.0,123.0,73.8,181.0,System Auto-Replenishment,False,,Auto-approved
DEC-000241,2025-07-05,SKU-00020,Store,STR-01,32.0,37.1,22.3,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-000242,2025-07-05,SKU-00013,Store,STR-01,50.0,69.3,41.6,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-000243,2025-07-05,SKU-00015,Store,Multiple,95.0,75.0,45.0,95.0,System Auto-Replenishment,False,,Auto-approved
DEC-000244,2025-07-05,SKU-00011,Store,Multiple,31.0,18.1,10.8,31.0,System Auto-Replenishment,False,,Auto-approved
DEC-000245,2025-07-05,SKU-00008,Store,STR-02,72.0,78.5,47.1,72.0,System Auto-Replenishment,False,,Auto-approved
DEC-000246,2025-07-05,SKU-00023,Store,STR-02,66.0,87.0,52.2,66.0,System Auto-Replenishment,False,,Auto-approved
DEC-000247,2025-07-05,SKU-00019,Store,STR-02,54.0,69.7,41.8,54.0,System Auto-Replenishment,False,,Auto-approved
DEC-000248,2025-07-05,SKU-00013,Store,STR-02,67.0,84.5,50.7,67.0,System Auto-Replenishment,False,,Auto-approved
DEC-000249,2025-07-05,SKU-00019,Store,STR-03,80.0,112.1,67.3,80.0,System Auto-Replenishment,False,,Auto-approved
DEC-000250,2025-07-05,SKU-00001,Store,STR-03,75.0,95.6,57.4,75.0,System Auto-Replenishment,False,,Auto-approved
DEC-000251,2025-07-05,SKU-00020,Store,STR-03,37.0,41.9,25.1,37.0,System Auto-Replenishment,False,,Auto-approved
DEC-000252,2025-07-05,SKU-00011,Store,Multiple,18.0,13.3,8.0,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-000253,2025-07-05,SKU-00020,Store,STR-04,24.0,28.0,16.8,24.0,System Auto-Replenishment,False,,Auto-approved
DEC-000254,2025-07-05,SKU-00018,Store,STR-04,67.0,80.5,48.3,67.0,System Auto-Replenishment,False,,Auto-approved
DEC-000255,2025-07-05,SKU-00017,Store,STR-04,41.0,53.7,32.2,41.0,System Auto-Replenishment,False,,Auto-approved
DEC-000256,2025-07-05,SKU-00009,Store,STR-04,64.0,63.0,37.8,64.0,System Auto-Replenishment,False,,Auto-approved
DEC-000257,2025-07-05,SKU-00004,Store,STR-05,28.0,30.3,18.2,28.0,System Auto-Replenishment,False,,Auto-approved
DEC-000258,2025-07-05,SKU-00018,Store,STR-05,34.0,47.4,28.4,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-000259,2025-07-05,SKU-00015,Store,STR-05,72.0,76.4,45.8,72.0,System Auto-Replenishment,False,,Auto-approved
DEC-000260,2025-07-05,SKU-00006,Store,STR-05,39.0,43.4,26.1,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-000261,2025-07-05,SKU-00017,Store,STR-05,57.2,80.7,48.4,57.2,System Auto-Replenishment,False,,Auto-approved
DEC-000262,2025-07-05,SKU-00005,Store,STR-06,10.0,13.7,8.2,10.0,System Auto-Replenishment,False,,Auto-approved
DEC-000263,2025-07-05,SKU-00003,Store,STR-06,48.0,59.2,35.5,48.0,System Auto-Replenishment,False,,Auto-approved
DEC-000264,2025-07-05,SKU-00018,Store,STR-06,38.0,40.5,24.3,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-000265,2025-07-05,SKU-00002,Store,STR-06,46.0,56.2,33.7,46.0,System Auto-Replenishment,False,,Auto-approved
DEC-000266,2025-07-05,SKU-00022,Store,STR-07,26.0,34.9,21.0,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-000267,2025-07-05,SKU-00012,Store,STR-07,38.0,49.1,29.5,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-000268,2025-07-05,SKU-00016,Store,STR-07,23.0,29.0,17.4,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-000269,2025-07-05,SKU-00018,Store,STR-07,65.0,82.1,49.2,65.0,System Auto-Replenishment,False,,Auto-approved
DEC-000270,2025-07-05,SKU-00002,Store,STR-07,47.0,57.8,34.7,47.0,System Auto-Replenishment,False,,Auto-approved
DEC-000271,2025-07-05,SKU-00008,Store,STR-07,64.0,77.1,46.2,64.0,System Auto-Replenishment,False,,Auto-approved
DEC-000272,2025-07-05,SKU-00006,Store,STR-07,38.0,46.3,27.8,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-000273,2025-07-05,SKU-00017,Store,STR-07,66.0,86.2,51.7,66.0,System Auto-Replenishment,False,,Auto-approved
DEC-000274,2025-07-05,SKU-00001,Store,STR-08,26.0,34.8,20.9,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-000275,2025-07-05,SKU-00021,Store,STR-08,10.0,14.2,8.5,10.0,System Auto-Replenishment,False,,Auto-approved
DEC-000276,2025-07-05,SKU-00015,Store,STR-08,29.0,36.2,21.7,29.0,System Auto-Replenishment,False,,Auto-approved
DEC-000277,2025-07-05,SKU-00024,Store,STR-08,20.0,23.6,14.1,20.0,System Auto-Replenishment,False,,Auto-approved
DEC-000278,2025-07-05,SKU-00005,Store,STR-08,7.0,7.7,4.6,7.0,System Auto-Replenishment,False,,Auto-approved
DEC-000279,2025-07-06,SKU-00007,Store,STR-01,114.0,144.1,86.4,114.0,System Auto-Replenishment,False,,Auto-approved
DEC-000280,2025-07-06,SKU-00023,Store,STR-01,62.2,86.7,52.0,62.2,System Auto-Replenishment,False,,Auto-approved
DEC-000281,2025-07-06,SKU-00008,Store,STR-01,48.0,59.2,35.5,48.0,System Auto-Replenishment,False,,Auto-approved
DEC-000282,2025-07-06,SKU-00009,Store,STR-01,44.0,58.8,35.3,44.0,System Auto-Replenishment,False,,Auto-approved
DEC-000283,2025-07-06,SKU-00021,Store,STR-01,17.0,18.2,10.9,17.0,System Auto-Replenishment,False,,Auto-approved
DEC-000284,2025-07-06,SKU-00019,Store,STR-01,74.0,86.6,52.0,74.0,System Auto-Replenishment,False,,Auto-approved
DEC-000285,2025-07-06,SKU-00018,Store,STR-01,79.0,107.7,64.6,79.0,System Auto-Replenishment,False,,Auto-approved
DEC-000286,2025-07-06,SKU-00022,Store,STR-01,34.0,42.0,25.2,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-000287,2025-07-06,SKU-00011,Store,STR-01,13.0,15.8,9.5,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-000288,2025-07-06,SKU-00014,Store,STR-02,86.0,101.9,61.2,86.0,System Auto-Replenishment,False,,Auto-approved
DEC-000289,2025-07-06,SKU-00009,Store,STR-02,70.0,95.8,57.5,70.0,System Auto-Replenishment,False,,Auto-approved
DEC-000290,2025-07-06,SKU-00024,Store,STR-02,47.0,58.9,35.3,47.0,System Auto-Replenishment,False,,Auto-approved
DEC-000291,2025-07-06,SKU-00016,Store,STR-03,36.0,50.0,30.0,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-000292,2025-07-06,SKU-00004,Store,STR-03,24.0,27.8,16.7,24.0,System Auto-Replenishment,False,,Auto-approved
DEC-000293,2025-07-06,SKU-00017,Store,STR-03,82.0,115.9,69.5,82.0,System Auto-Replenishment,False,,Auto-approved
DEC-000294,2025-07-06,SKU-00005,Store,STR-03,17.0,20.2,12.1,17.0,System Auto-Replenishment,False,,Auto-approved
DEC-000295,2025-07-06,SKU-00015,Store,STR-03,44.0,59.6,35.7,44.0,System Auto-Replenishment,False,,Auto-approved
DEC-000296,2025-07-06,SKU-00009,Store,STR-03,44.0,59.5,35.7,44.0,System Auto-Replenishment,False,,Auto-approved
DEC-000297,2025-07-06,SKU-00010,Store,STR-03,26.0,34.3,20.6,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-000298,2025-07-06,SKU-00003,Store,STR-04,31.0,43.5,26.1,31.0,System Auto-Replenishment,False,,Auto-approved
DEC-000299,2025-07-06,SKU-00004,Store,STR-04,11.0,15.5,9.3,11.0,System Auto-Replenishment,False,,Auto-approved
DEC-000300,2025-07-06,SKU-00013,Store,STR-04,50.0,69.4,41.7,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-000301,2025-07-06,SKU-00014,Store,STR-04,29.0,35.3,21.2,29.0,System Auto-Replenishment,False,,Auto-approved
DEC-000302,2025-07-06,SKU-00021,Store,STR-04,16.0,21.4,12.8,16.0,System Auto-Replenishment,False,,Auto-approved
DEC-000303,2025-07-06,SKU-00001,Store,STR-04,44.0,60.5,36.3,44.0,System Auto-Replenishment,False,,Auto-approved
DEC-000304,2025-07-06,SKU-00010,Store,STR-04,27.0,29.3,17.6,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-000305,2025-07-06,SKU-00016,Store,STR-04,13.0,16.6,10.0,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-000306,2025-07-06,SKU-00005,Store,STR-05,19.0,20.6,12.4,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-000307,2025-07-06,SKU-00014,Store,STR-05,54.0,70.2,42.1,54.0,System Auto-Replenishment,False,,Auto-approved
DEC-000308,2025-07-06,SKU-00016,Store,STR-05,25.0,22.6,13.5,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-000309,2025-07-06,SKU-00006,Store,STR-06,22.0,29.1,17.5,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-000310,2025-07-06,SKU-00021,Store,STR-06,13.0,15.7,9.4,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-000311,2025-07-06,SKU-00019,Store,STR-06,29.0,41.1,24.7,29.0,System Auto-Replenishment,False,,Auto-approved
DEC-000312,2025-07-06,SKU-00021,Store,STR-07,19.0,22.8,13.7,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-000313,2025-07-06,SKU-00007,Store,STR-07,66.0,86.7,52.0,66.0,System Auto-Replenishment,False,,Auto-approved
DEC-000314,2025-07-06,SKU-00009,Store,STR-08,24.0,29.0,17.4,24.0,System Auto-Replenishment,False,,Auto-approved
DEC-000315,2025-07-06,SKU-00006,Store,STR-08,12.0,13.8,8.3,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-000316,2025-07-06,SKU-00012,Store,STR-08,12.0,16.2,9.7,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-000317,2025-07-07,SKU-00003,Store,Multiple,116.0,51.8,31.1,116.0,System Auto-Replenishment,False,,Auto-approved
DEC-000318,2025-07-07,SKU-00001,Store,STR-01,52.0,68.3,41.0,52.0,System Auto-Replenishment,False,,Auto-approved
DEC-000319,2025-07-07,SKU-00004,Store,STR-01,46.0,59.9,36.0,46.0,System Auto-Replenishment,False,,Auto-approved
DEC-000320,2025-07-07,SKU-00015,Store,STR-01,80.0,96.6,57.9,80.0,System Auto-Replenishment,False,,Auto-approved
DEC-000321,2025-07-07,SKU-00024,Store,STR-01,71.0,83.0,49.8,71.0,System Auto-Replenishment,False,,Auto-approved
DEC-000322,2025-07-07,SKU-00010,Store,Multiple,39.0,24.2,14.5,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-000323,2025-07-07,SKU-00018,Store,STR-02,62.0,83.0,49.8,62.0,System Auto-Replenishment,False,,Auto-approved
DEC-000324,2025-07-07,SKU-00011,Store,STR-02,13.0,18.1,10.8,13.0,System Auto-Replenishment,False,,Auto-approved
DEC-000325,2025-07-07,SKU-00016,Store,STR-02,21.0,25.2,15.1,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-000326,2025-07-07,SKU-00007,Store,STR-02,80.0,111.9,67.1,80.0,System Auto-Replenishment,False,,Auto-approved
DEC-000327,2025-07-07,SKU-00008,Store,STR-03,119.0,123.4,74.0,119.0,System Auto-Replenishment,False,,Auto-approved
DEC-000328,2025-07-07,SKU-00002,Store,STR-03,45.0,62.1,37.3,45.0,System Auto-Replenishment,False,,Auto-approved
DEC-000329,2025-07-07,SKU-00015,Store,STR-04,28.0,29.0,17.4,28.0,System Auto-Replenishment,False,,Auto-approved
DEC-000330,2025-07-07,SKU-00007,Store,STR-04,47.0,56.0,33.6,47.0,System Auto-Replenishment,False,,Auto-approved
DEC-000331,2025-07-07,SKU-00006,Store,STR-04,28.0,35.4,21.3,28.0,System Auto-Replenishment,False,,Auto-approved
DEC-000332,2025-07-07,SKU-00005,Store,STR-04,16.0,13.8,8.3,16.0,System Auto-Replenishment,False,,Auto-approved
DEC-000333,2025-07-07,SKU-00021,Store,STR-05,27.0,29.8,17.9,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-000334,2025-07-07,SKU-00020,Store,STR-05,32.0,43.7,26.2,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-000335,2025-07-07,SKU-00019,Store,STR-05,32.0,38.1,22.9,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-000336,2025-07-07,SKU-00022,Store,STR-06,46.0,49.5,29.7,46.0,System Auto-Replenishment,False,,Auto-approved
DEC-000337,2025-07-07,SKU-00020,Store,STR-06,15.0,21.2,12.7,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-000338,2025-07-07,SKU-00009,Store,STR-06,38.0,49.8,29.9,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-000339,2025-07-07,SKU-00001,Store,STR-06,54.0,72.8,43.7,54.0,System Auto-Replenishment,False,,Auto-approved
DEC-000340,2025-07-07,SKU-00014,Store,STR-07,36.0,48.2,28.9,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-000341,2025-07-07,SKU-00012,Store,STR-07,38.0,49.1,29.5,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-000342,2025-07-07,SKU-00004,Store,STR-07,22.0,24.8,14.9,22.0,System Auto-Replenishment,False,,Auto-approved
DEC-000343,2025-07-07,SKU-00023,Store,STR-07,82.0,102.8,61.7,82.0,System Auto-Replenishment,False,,Auto-approved
DEC-000344,2025-07-07,SKU-00003,Store,STR-07,50.0,70.5,42.3,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-000345,2025-07-07,SKU-00018,Store,STR-08,18.0,22.1,13.3,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-000346,2025-07-07,SKU-00019,Store,STR-08,18.0,22.9,13.8,18.0,System Auto-Replenishment,False,,Auto-approved
DEC-000347,2025-07-07,SKU-00010,Store,STR-08,11.0,15.4,9.2,11.0,System Auto-Replenishment,False,,Auto-approved
DEC-000348,2025-07-07,SKU-00002,Store,STR-08,17.0,21.7,13.0,17.0,System Auto-Replenishment,False,,Auto-approved
DEC-000349,2025-07-08,SKU-00010,Store,Multiple,71.0,42.4,25.4,71.0,System Auto-Replenishment,False,,Auto-approved
DEC-000350,2025-07-08,SKU-00014,Store,STR-01,57.0,70.7,42.4,57.0,System Auto-Replenishment,False,,Auto-approved
DEC-000351,2025-07-08,SKU-00020,Store,STR-02,39.0,47.9,28.7,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-000352,2025-07-08,SKU-00015,Store,STR-02,54.0,75.0,45.0,54.0,System Auto-Replenishment,False,,Auto-approved
DEC-000353,2025-07-08,SKU-00002,Store,STR-02,87.0,119.1,71.5,87.0,System Auto-Replenishment,False,,Auto-approved
DEC-000354,2025-07-08,SKU-00003,Store,Multiple,119.0,82.3,49.4,119.0,System Auto-Replenishment,False,,Auto-approved
DEC-000355,2025-07-08,SKU-00012,Store,STR-02,16.0,22.2,13.3,16.0,System Auto-Replenishment,False,,Auto-approved
DEC-000356,2025-07-08,SKU-00006,Store,STR-02,29.0,38.5,23.1,29.0,System Auto-Replenishment,False,,Auto-approved
DEC-000357,2025-07-08,SKU-00018,Store,STR-03,58.0,67.8,40.7,58.0,System Auto-Replenishment,False,,Auto-approved
DEC-000358,2025-07-08,SKU-00021,Store,STR-03,19.0,20.4,12.2,19.0,System Auto-Replenishment,False,,Auto-approved
DEC-000359,2025-07-08,SKU-00013,Store,STR-03,94.0,112.8,67.7,94.0,System Auto-Replenishment,False,,Auto-approved
DEC-000360,2025-07-08,SKU-00006,Store,STR-03,38.0,43.5,26.1,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-000361,2025-07-08,SKU-00007,Store,STR-03,72.0,95.1,57.1,72.0,System Auto-Replenishment,False,,Auto-approved
DEC-000362,2025-07-08,SKU-00011,Store,STR-03,25.0,28.6,17.2,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-000363,2025-07-08,SKU-00011,Store,STR-04,10.0,13.3,8.0,10.0,System Auto-Replenishment,False,,Auto-approved
DEC-000364,2025-07-08,SKU-00022,Store,STR-04,27.0,27.6,16.6,27.0,System Auto-Replenishment,False,,Auto-approved
DEC-000365,2025-07-08,SKU-00012,Store,STR-04,15.0,19.0,11.4,15.0,System Auto-Replenishment,False,,Auto-approved
DEC-000366,2025-07-08,SKU-00001,Store,STR-05,56.0,71.6,43.0,56.0,System Auto-Replenishment,False,,Auto-approved
DEC-000367,2025-07-08,SKU-00011,Store,STR-05,21.0,28.4,17.0,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-000368,2025-07-08,SKU-00008,Store,STR-05,74.0,93.1,55.8,74.0,System Auto-Replenishment,False,,Auto-approved
DEC-000369,2025-07-08,SKU-00011,Store,STR-06,14.0,19.4,11.6,14.0,System Auto-Replenishment,False,,Auto-approved
DEC-000370,2025-07-08,SKU-00005,Store,STR-06,12.0,13.7,8.2,12.0,System Auto-Replenishment,False,,Auto-approved
DEC-000371,2025-07-08,SKU-00024,Store,STR-06,38.0,51.2,30.7,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-000372,2025-07-08,SKU-00023,Store,STR-06,39.0,54.9,33.0,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-000373,2025-07-08,SKU-00022,Store,STR-07,29.0,34.9,21.0,29.0,System Auto-Replenishment,False,,Auto-approved
DEC-000374,2025-07-08,SKU-00005,Store,STR-07,21.0,24.8,14.9,21.0,System Auto-Replenishment,False,,Auto-approved
DEC-000375,2025-07-08,SKU-00019,Store,STR-07,39.0,51.2,30.7,39.0,System Auto-Replenishment,False,,Auto-approved
DEC-000376,2025-07-08,SKU-00016,Store,STR-07,24.0,29.0,17.4,24.0,System Auto-Replenishment,False,,Auto-approved
DEC-000377,2025-07-08,SKU-00020,Store,STR-07,38.0,49.1,29.5,38.0,System Auto-Replenishment,False,,Auto-approved
DEC-000378,2025-07-08,SKU-00020,Store,STR-08,7.0,9.6,5.7,7.0,System Auto-Replenishment,False,,Auto-approved
DEC-000379,2025-07-08,SKU-00004,Store,STR-08,7.0,7.3,4.4,7.0,System Auto-Replenishment,False,,Auto-approved
DEC-000380,2025-07-09,SKU-00009,Store,STR-02,86.0,95.8,57.5,86.0,System Auto-Replenishment,False,,Auto-approved
DEC-000381,2025-07-09,SKU-00019,Store,Multiple,90.0,69.7,41.8,90.0,System Auto-Replenishment,False,,Auto-approved
DEC-000382,2025-07-09,SKU-00022,Store,STR-02,36.0,40.7,24.4,36.0,System Auto-Replenishment,False,,Auto-approved
DEC-000383,2025-07-09,SKU-00019,Store,STR-03,91.0,112.1,67.3,91.0,System Auto-Replenishment,False,,Auto-approved
DEC-000384,2025-07-09,SKU-00016,Store,STR-03,40.0,50.0,30.0,40.0,System Auto-Replenishment,False,,Auto-approved
DEC-000385,2025-07-09,SKU-00005,Store,STR-03,16.0,20.2,12.1,16.0,System Auto-Replenishment,False,,Auto-approved
DEC-000386,2025-07-09,SKU-00020,Store,STR-03,32.0,41.9,25.1,32.0,System Auto-Replenishment,False,,Auto-approved
DEC-000387,2025-07-09,SKU-00023,Store,STR-03,50.0,58.9,35.4,50.0,System Auto-Replenishment,False,,Auto-approved
DEC-000388,2025-07-09,SKU-00020,Store,STR-04,23.0,28.0,16.8,23.0,System Auto-Replenishment,False,,Auto-approved
DEC-000389,2025-07-09,SKU-00018,Store,STR-04,70.0,80.5,48.3,70.0,System Auto-Replenishment,False,,Auto-approved
DEC-000390,2025-07-09,SKU-00009,Store,Multiple,75.0,63.0,37.8,75.0,System Auto-Replenishment,False,,Auto-approved
DEC-000391,2025-07-09,SKU-00024,Store,STR-05,62.0,81.3,48.8,62.0,System Auto-Replenishment,False,,Auto-approved
DEC-000392,2025-07-09,SKU-00002,Store,STR-05,75.0,102.8,61.7,75.0,System Auto-Replenishment,False,,Auto-approved
DEC-000393,2025-07-09,SKU-00015,Store,STR-05,61.0,76.4,45.8,61.0,System Auto-Replenishment,False,,Auto-approved
DEC-000394,2025-07-09,SKU-00013,Store,STR-05,51.0,66.8,40.1,51.0,System Auto-Replenishment,False,,Auto-approved
DEC-000395,2025-07-09,SKU-00006,Store,STR-05,41.0,43.4,26.1,41.0,System Auto-Replenishment,False,,Auto-approved
DEC-000396,2025-07-09,SKU-00015,Store,STR-06,34.0,37.1,22.3,34.0,System Auto-Replenishment,False,,Auto-approved
DEC-000397,2025-07-09,SKU-00017,Store,STR-06,63.0,78.4,47.1,63.0,System Auto-Replenishment,False,,Auto-approved
DEC-000398,2025-07-09,SKU-00006,Store,STR-06,25.0,29.1,17.5,25.0,System Auto-Replenishment,False,,Auto-approved
DEC-000399,2025-07-09,SKU-00004,Store,STR-06,26.0,28.2,16.9,26.0,System Auto-Replenishment,False,,Auto-approved
DEC-000400,2025-07-09,SKU-00018,Store,STR-06,35.0,40.5,24.3,35.0,System Auto-Replenishment,False,,Auto-approved
